user_id,product_id,action,timestamp
U338,P101,view,2024-01-17 09:26:00
U331,P086,view,2024-01-17 13:27:00
U235,P181,view,2024-01-17 15:45:00
U481,P036,view,2024-01-17 20:41:00
U257,P122,view,2024-01-17 21:33:00
U365,P151,view,2024-01-17 23:19:00
U200,P186,view,2024-01-17 23:21:00
U257,P145,add_to_cart,2024-01-18 01:06:00
U002,P103,view,2024-01-18 04:49:00
U253,P150,view,2024-01-18 06:25:00
U365,P023,view,2024-01-18 07:11:00
U087,P170,click,2024-01-18 07:28:00
U443,P177,view,2024-01-18 08:24:00
U251,P075,view,2024-01-18 09:32:00
U244,P051,view,2024-01-18 11:02:00
U262,P176,view,2024-01-18 12:35:00
U257,P056,click,2024-01-18 13:19:00
U070,P037,click,2024-01-18 16:01:00
U307,P142,view,2024-01-18 18:41:00
U411,P100,view,2024-01-18 18:58:00
U331,P113,view,2024-01-18 19:28:00
U231,P012,view,2024-01-18 21:04:00
U481,P183,click,2024-01-18 23:09:00
U223,P164,view,2024-01-19 00:01:00
U200,P087,view,2024-01-19 01:21:00
U235,P100,add_to_cart,2024-01-19 04:26:00
U253,P176,click,2024-01-19 04:47:00
U223,P016,click,2024-01-19 06:35:00
U411,P071,view,2024-01-19 10:39:00
U257,P105,click,2024-01-19 12:46:00
U318,P093,view,2024-01-19 15:17:00
U001,P152,view,2024-01-19 16:58:00
U251,P075,click,2024-01-19 18:16:00
U338,P187,click,2024-01-19 19:07:00
U244,P029,click,2024-01-19 20:22:00
U365,P168,add_to_cart,2024-01-19 22:48:00
U411,P100,view,2024-01-19 23:19:00
U002,P146,click,2024-01-19 23:47:00
U258,P121,view,2024-01-19 23:57:00
U258,P077,click,2024-01-20 03:15:00
U223,P137,add_to_cart,2024-01-20 05:38:00
U370,P176,view,2024-01-20 06:18:00
U307,P127,view,2024-01-20 08:01:00
U443,P129,view,2024-01-20 10:33:00
U087,P172,view,2024-01-20 12:00:00
U001,P058,click,2024-01-20 14:46:00
U058,P084,click,2024-01-20 15:48:00
U235,P136,view,2024-01-20 17:04:00
U318,P009,view,2024-01-20 18:12:00
U481,P026,view,2024-01-20 18:32:00
U251,P134,add_to_cart,2024-01-20 19:09:00
U331,P115,view,2024-01-20 20:16:00
U318,P185,click,2024-01-21 00:27:00
U244,P046,click,2024-01-21 00:37:00
U070,P035,view,2024-01-21 00:48:00
U231,P019,view,2024-01-21 00:53:00
U200,P021,view,2024-01-21 04:05:00
U087,P095,add_to_cart,2024-01-21 04:40:00
U223,P065,add_to_cart,2024-01-21 05:31:00
U262,P184,view,2024-01-21 08:33:00
U253,P162,view,2024-01-21 12:43:00
U257,P140,view,2024-01-21 16:45:00
U443,P042,view,2024-01-21 20:07:00
U001,P088,view,2024-01-21 20:10:00
U235,P163,view,2024-01-21 20:18:00
U365,P193,click,2024-01-21 21:31:00
U200,P087,view,2024-01-22 00:32:00
U231,P100,add_to_cart,2024-01-22 01:58:00
U258,P174,view,2024-01-22 02:21:00
U365,P193,view,2024-01-22 02:30:00
U257,P155,view,2024-01-22 03:05:00
U307,P142,view,2024-01-22 03:29:00
U481,P026,view,2024-01-22 03:51:00
U481,P183,click,2024-01-22 04:38:00
U370,P021,view,2024-01-22 10:00:00
U253,P075,add_to_cart,2024-01-22 11:58:00
U223,P024,click,2024-01-22 13:17:00
U002,P199,view,2024-01-22 14:26:00
U262,P112,click,2024-01-22 15:12:00
U338,P033,click,2024-01-22 15:43:00
U200,P081,view,2024-01-22 16:16:00
U443,P042,view,2024-01-22 17:14:00
U257,P127,view,2024-01-22 19:28:00
U411,P009,add_to_cart,2024-01-22 21:55:00
U231,P125,view,2024-01-23 03:04:00
U411,P083,click,2024-01-23 03:45:00
U058,P139,add_to_cart,2024-01-23 04:33:00
U331,P022,view,2024-01-23 04:44:00
U244,P129,click,2024-01-23 05:14:00
U365,P151,add_to_cart,2024-01-23 07:01:00
U087,P122,click,2024-01-23 09:43:00
U307,P147,view,2024-01-23 09:54:00
U070,P179,click,2024-01-23 10:56:00
U024,P008,view,2024-01-23 12:09:00
U251,P067,view,2024-01-23 16:15:00
U024,P197,view,2024-01-23 16:18:00
U307,P179,view,2024-01-23 17:54:00
U318,P115,view,2024-01-23 19:22:00
U338,P033,view,2024-01-23 21:36:00
U231,P100,click,2024-01-23 23:29:00
U001,P087,view,2024-01-24 00:03:00
U251,P155,click,2024-01-24 01:35:00
U223,P065,view,2024-01-24 01:56:00
U258,P092,view,2024-01-24 02:15:00
U002,P143,view,2024-01-24 02:19:00
U262,P198,add_to_cart,2024-01-24 02:31:00
U220,P036,add_to_cart,2024-01-24 05:58:00
U001,P190,click,2024-01-24 05:59:00
U475,P158,click,2024-01-24 07:12:00
U200,P130,click,2024-01-24 08:10:00
U257,P003,view,2024-01-24 09:37:00
U231,P019,view,2024-01-24 12:30:00
U235,P021,view,2024-01-24 12:47:00
U481,P055,view,2024-01-24 14:46:00
U220,P059,view,2024-01-24 15:17:00
U258,P088,view,2024-01-24 16:46:00
U087,P079,add_to_cart,2024-01-24 20:37:00
U411,P146,view,2024-01-24 22:11:00
U257,P029,add_to_cart,2024-01-25 00:46:00
U220,P158,click,2024-01-25 03:28:00
U200,P021,view,2024-01-25 04:22:00
U258,P047,view,2024-01-25 05:11:00
U370,P163,view,2024-01-25 08:51:00
U443,P104,click,2024-01-25 09:17:00
U024,P087,view,2024-01-25 09:33:00
U257,P155,click,2024-01-25 10:07:00
U253,P100,view,2024-01-25 10:14:00
U331,P100,view,2024-01-25 10:19:00
U370,P010,view,2024-01-25 18:20:00
U087,P122,view,2024-01-25 18:30:00
U318,P152,view,2024-01-25 18:32:00
U058,P044,view,2024-01-25 18:54:00
U220,P069,add_to_cart,2024-01-25 18:54:00
U024,P185,view,2024-01-25 19:31:00
U262,P030,add_to_cart,2024-01-25 20:14:00
U365,P054,view,2024-01-25 21:35:00
U244,P053,view,2024-01-25 23:17:00
U481,P168,view,2024-01-25 23:41:00
U070,P117,view,2024-01-26 00:23:00
U070,P174,view,2024-01-26 01:24:00
U223,P133,view,2024-01-26 04:06:00
U443,P067,view,2024-01-26 04:09:00
U475,P176,click,2024-01-26 06:08:00
U002,P110,add_to_cart,2024-01-26 08:51:00
U370,P126,view,2024-01-26 08:53:00
U001,P138,view,2024-01-26 09:40:00
U443,P152,view,2024-01-26 14:08:00
U244,P025,view,2024-01-26 14:52:00
U307,P127,click,2024-01-26 15:49:00
U220,P069,view,2024-01-26 17:12:00
U251,P155,view,2024-01-26 18:28:00
U200,P148,view,2024-01-26 19:35:00
U002,P143,view,2024-01-26 21:16:00
U231,P012,view,2024-01-26 22:06:00
U231,P012,view,2024-01-26 22:53:00
U443,P067,view,2024-01-26 23:13:00
U223,P164,view,2024-01-27 00:00:00
U132,P188,add_to_cart,2024-01-27 02:29:00
U443,P190,click,2024-01-27 03:01:00
U257,P105,view,2024-01-27 03:57:00
U220,P053,click,2024-01-27 07:57:00
U220,P129,click,2024-01-27 08:01:00
U235,P070,view,2024-01-27 09:26:00
U258,P022,view,2024-01-27 12:26:00
U307,P079,click,2024-01-27 13:46:00
U070,P174,click,2024-01-27 14:10:00
U365,P151,view,2024-01-27 15:54:00
U487,P174,click,2024-01-27 17:48:00
U002,P029,view,2024-01-27 19:07:00
U257,P105,add_to_cart,2024-01-27 23:43:00
U253,P077,click,2024-01-28 00:45:00
U087,P162,view,2024-01-28 01:59:00
U223,P020,view,2024-01-28 02:26:00
U262,P037,add_to_cart,2024-01-28 05:27:00
U058,P163,click,2024-01-28 06:18:00
U331,P086,click,2024-01-28 07:53:00
U262,P163,view,2024-01-28 08:54:00
U262,P176,view,2024-01-28 09:51:00
U200,P021,view,2024-01-28 11:03:00
U001,P174,click,2024-01-28 11:03:00
U024,P041,view,2024-01-28 13:38:00
U132,P113,view,2024-01-28 16:10:00
U257,P195,view,2024-01-28 17:43:00
U220,P069,view,2024-01-28 18:46:00
U365,P113,view,2024-01-28 19:31:00
U135,P002,click,2024-01-28 20:33:00
U340,P113,view,2024-01-28 20:52:00
U244,P139,add_to_cart,2024-01-28 21:50:00
U481,P013,click,2024-01-28 22:21:00
U370,P143,add_to_cart,2024-01-28 23:09:00
U235,P062,view,2024-01-28 23:43:00
U475,P191,view,2024-01-29 02:53:00
U251,P010,click,2024-01-29 05:50:00
U487,P091,view,2024-01-29 06:08:00
U481,P110,view,2024-01-29 06:18:00
U307,P102,view,2024-01-29 06:55:00
U132,P070,view,2024-01-29 07:05:00
U231,P139,view,2024-01-29 07:25:00
U310,P148,click,2024-01-29 08:11:00
U135,P197,view,2024-01-29 08:18:00
U443,P042,view,2024-01-29 09:55:00
U443,P053,view,2024-01-29 14:26:00
U001,P036,view,2024-01-29 18:10:00
U481,P085,view,2024-01-29 19:13:00
U258,P180,view,2024-01-29 20:55:00
U132,P166,view,2024-01-29 22:15:00
U251,P075,view,2024-01-29 22:32:00
U231,P019,view,2024-01-29 23:21:00
U002,P109,view,2024-01-29 23:40:00
U310,P142,view,2024-01-29 23:44:00
U002,P199,view,2024-01-30 01:15:00
U253,P151,view,2024-01-30 03:24:00
U058,P044,view,2024-01-30 05:43:00
U307,P079,click,2024-01-30 07:33:00
U001,P021,click,2024-01-30 07:58:00
U024,P160,click,2024-01-30 08:19:00
U135,P037,add_to_cart,2024-01-30 11:10:00
U135,P032,view,2024-01-30 15:34:00
U220,P059,view,2024-01-30 16:10:00
U231,P105,view,2024-01-30 17:56:00
U087,P071,click,2024-01-30 21:07:00
U475,P015,click,2024-01-30 21:10:00
U223,P164,view,2024-01-30 21:31:00
U075,P166,view,2024-01-30 22:26:00
U257,P150,view,2024-01-30 23:58:00
U475,P119,view,2024-01-31 01:36:00
U235,P020,view,2024-01-31 02:14:00
U331,P142,add_to_cart,2024-01-31 02:34:00
U340,P016,click,2024-01-31 02:57:00
U200,P140,view,2024-01-31 03:05:00
U443,P152,view,2024-01-31 08:40:00
U307,P142,view,2024-01-31 08:42:00
U244,P029,view,2024-01-31 09:06:00
U200,P043,view,2024-01-31 09:07:00
U223,P159,click,2024-01-31 09:07:00
U132,P102,add_to_cart,2024-01-31 10:36:00
U370,P002,click,2024-01-31 11:51:00
U002,P030,click,2024-01-31 13:41:00
U220,P180,view,2024-01-31 14:47:00
U244,P025,view,2024-01-31 19:16:00
U365,P198,view,2024-01-31 19:22:00
U253,P126,view,2024-02-01 03:00:00
U481,P041,click,2024-02-01 04:54:00
U487,P073,click,2024-02-01 05:46:00
U365,P193,view,2024-02-01 06:14:00
U024,P082,click,2024-02-01 07:29:00
U001,P023,click,2024-02-01 09:47:00
U310,P123,click,2024-02-01 12:04:00
U169,P016,click,2024-02-01 13:03:00
U075,P175,click,2024-02-01 14:02:00
U231,P002,view,2024-02-01 15:37:00
U132,P095,view,2024-02-01 17:32:00
U058,P114,click,2024-02-01 18:03:00
U253,P033,add_to_cart,2024-02-01 18:11:00
U087,P079,add_to_cart,2024-02-01 18:33:00
U200,P140,click,2024-02-01 18:40:00
U258,P188,view,2024-02-01 19:04:00
U235,P177,view,2024-02-01 20:04:00
U135,P002,view,2024-02-01 20:19:00
U244,P189,click,2024-02-01 22:44:00
U340,P010,view,2024-02-01 23:39:00
U095,P067,click,2024-02-02 00:24:00
U095,P152,view,2024-02-02 01:07:00
U253,P014,view,2024-02-02 03:57:00
U331,P068,click,2024-02-02 05:41:00
U370,P126,click,2024-02-02 06:37:00
U029,P066,add_to_cart,2024-02-02 09:26:00
U475,P127,view,2024-02-02 11:25:00
U244,P184,click,2024-02-02 12:17:00
U253,P150,view,2024-02-02 14:04:00
U310,P083,click,2024-02-02 16:00:00
U481,P108,view,2024-02-02 18:04:00
U443,P104,click,2024-02-02 20:26:00
U001,P190,view,2024-02-02 22:15:00
U365,P168,view,2024-02-03 00:11:00
U481,P200,view,2024-02-03 00:43:00
U475,P089,view,2024-02-03 00:46:00
U002,P088,view,2024-02-03 01:03:00
U087,P026,click,2024-02-03 06:11:00
U481,P145,view,2024-02-03 07:47:00
U095,P062,click,2024-02-03 09:03:00
U169,P006,view,2024-02-03 09:41:00
U370,P102,view,2024-02-03 10:12:00
U220,P137,click,2024-02-03 10:27:00
U058,P034,view,2024-02-03 11:30:00
U135,P032,add_to_cart,2024-02-03 13:34:00
U340,P104,view,2024-02-03 14:00:00
U331,P176,view,2024-02-03 14:23:00
U253,P077,view,2024-02-03 15:41:00
U075,P046,view,2024-02-03 18:30:00
U001,P175,click,2024-02-03 21:37:00
U258,P033,view,2024-02-03 22:52:00
U132,P180,click,2024-02-03 23:03:00
U370,P010,view,2024-02-04 00:18:00
U274,P036,click,2024-02-04 00:26:00
U235,P094,view,2024-02-04 02:34:00
U095,P199,click,2024-02-04 04:10:00
U487,P039,add_to_cart,2024-02-04 05:09:00
U231,P117,view,2024-02-04 05:13:00
U024,P034,click,2024-02-04 05:48:00
U058,P044,click,2024-02-04 06:07:00
U075,P077,click,2024-02-04 09:05:00
U331,P129,click,2024-02-04 09:17:00
U002,P164,add_to_cart,2024-02-04 13:01:00
U200,P118,view,2024-02-04 17:07:00
U231,P148,click,2024-02-04 17:12:00
U029,P121,view,2024-02-04 17:16:00
U095,P134,click,2024-02-04 18:33:00
U340,P185,view,2024-02-04 19:22:00
U274,P069,view,2024-02-04 19:30:00
U443,P063,click,2024-02-04 22:21:00
U024,P160,view,2024-02-04 22:32:00
U274,P069,view,2024-02-05 02:15:00
U087,P095,view,2024-02-05 02:48:00
U002,P196,view,2024-02-05 03:33:00
U024,P040,view,2024-02-05 05:27:00
U135,P014,view,2024-02-05 09:36:00
U200,P189,view,2024-02-05 09:55:00
U310,P041,view,2024-02-05 10:24:00
U258,P003,view,2024-02-05 11:38:00
U132,P131,click,2024-02-05 11:41:00
U481,P008,click,2024-02-05 12:30:00
U169,P163,click,2024-02-05 12:52:00
U443,P144,view,2024-02-05 16:56:00
U475,P196,view,2024-02-05 19:19:00
U310,P180,view,2024-02-05 20:11:00
U487,P062,click,2024-02-05 20:25:00
U220,P200,click,2024-02-05 21:01:00
U494,P094,view,2024-02-05 21:28:00
U001,P027,view,2024-02-06 01:26:00
U487,P039,click,2024-02-06 02:49:00
U087,P072,click,2024-02-06 03:54:00
U235,P094,click,2024-02-06 05:15:00
U253,P116,add_to_cart,2024-02-06 06:47:00
U475,P176,click,2024-02-06 07:19:00
U370,P012,view,2024-02-06 10:05:00
U231,P148,click,2024-02-06 11:46:00
U135,P036,click,2024-02-06 12:51:00
U370,P010,view,2024-02-06 13:19:00
U386,P194,view,2024-02-06 16:20:00
U258,P070,view,2024-02-06 19:09:00
U095,P029,view,2024-02-06 19:53:00
U075,P092,view,2024-02-06 20:53:00
U340,P003,view,2024-02-06 23:28:00
U075,P036,view,2024-02-07 00:21:00
U058,P135,view,2024-02-07 01:17:00
U029,P191,click,2024-02-07 02:40:00
U258,P188,add_to_cart,2024-02-07 10:07:00
U132,P111,click,2024-02-07 11:09:00
U132,P181,view,2024-02-07 11:35:00
U220,P147,click,2024-02-07 12:30:00
U024,P185,click,2024-02-07 14:33:00
U011,P140,view,2024-02-07 15:25:00
U214,P034,click,2024-02-07 15:49:00
U214,P082,view,2024-02-07 16:35:00
U274,P043,view,2024-02-07 17:12:00
U231,P012,view,2024-02-07 20:35:00
U220,P158,view,2024-02-07 21:08:00
U253,P014,click,2024-02-07 23:39:00
U002,P077,click,2024-02-08 00:52:00
U031,P172,view,2024-02-08 00:53:00
U494,P112,view,2024-02-08 01:06:00
U475,P196,view,2024-02-08 03:31:00
U242,P171,click,2024-02-08 03:42:00
U258,P037,view,2024-02-08 03:58:00
U481,P055,click,2024-02-08 04:15:00
U370,P012,view,2024-02-08 05:26:00
U135,P111,view,2024-02-08 05:58:00
U220,P129,add_to_cart,2024-02-08 06:04:00
U200,P189,click,2024-02-08 07:47:00
U169,P045,view,2024-02-08 08:54:00
U274,P067,view,2024-02-08 10:32:00
U220,P033,click,2024-02-08 11:47:00
U253,P068,add_to_cart,2024-02-08 13:10:00
U481,P004,view,2024-02-08 13:52:00
U200,P118,view,2024-02-08 14:29:00
U231,P100,click,2024-02-08 15:54:00
U235,P172,view,2024-02-08 18:15:00
U481,P172,view,2024-02-08 18:39:00
U310,P097,click,2024-02-08 18:45:00
U214,P151,view,2024-02-08 20:27:00
U031,P126,view,2024-02-08 21:31:00
U169,P116,add_to_cart,2024-02-08 22:09:00
U231,P016,view,2024-02-09 02:31:00
U475,P125,view,2024-02-09 03:59:00
U095,P067,click,2024-02-09 04:09:00
U345,P005,click,2024-02-09 05:23:00
U075,P152,view,2024-02-09 05:26:00
U031,P135,view,2024-02-09 05:47:00
U029,P012,view,2024-02-09 06:13:00
U242,P142,view,2024-02-09 06:16:00
U274,P070,click,2024-02-09 07:29:00
U024,P149,click,2024-02-09 09:15:00
U253,P053,view,2024-02-09 11:00:00
U409,P128,add_to_cart,2024-02-09 11:03:00
U386,P040,view,2024-02-09 11:37:00
U242,P160,view,2024-02-09 11:48:00
U058,P123,view,2024-02-09 12:04:00
U058,P153,view,2024-02-09 13:04:00
U386,P176,add_to_cart,2024-02-09 16:10:00
U386,P132,view,2024-02-09 17:37:00
U438,P095,click,2024-02-09 19:20:00
U214,P109,view,2024-02-09 21:20:00
U095,P139,view,2024-02-09 21:55:00
U169,P040,view,2024-02-09 22:19:00
U011,P039,click,2024-02-09 22:23:00
U340,P029,view,2024-02-09 22:28:00
U253,P157,add_to_cart,2024-02-10 01:19:00
U132,P095,add_to_cart,2024-02-10 04:41:00
U340,P112,click,2024-02-10 05:12:00
U494,P114,click,2024-02-10 05:39:00
U475,P183,add_to_cart,2024-02-10 07:28:00
U235,P021,view,2024-02-10 07:58:00
U340,P163,click,2024-02-10 09:48:00
U258,P070,view,2024-02-10 11:05:00
U481,P018,view,2024-02-10 14:23:00
U370,P062,view,2024-02-10 15:11:00
U200,P189,click,2024-02-10 17:44:00
U274,P129,view,2024-02-10 18:13:00
U242,P097,view,2024-02-10 18:27:00
U135,P079,view,2024-02-10 20:56:00
U169,P181,click,2024-02-10 22:34:00
U494,P141,click,2024-02-10 23:52:00
U235,P094,click,2024-02-11 00:11:00
U409,P139,click,2024-02-11 00:21:00
U220,P147,click,2024-02-11 02:50:00
U310,P166,view,2024-02-11 03:18:00
U372,P062,view,2024-02-11 03:25:00
U169,P066,view,2024-02-11 03:52:00
U464,P118,view,2024-02-11 05:39:00
U029,P089,view,2024-02-11 05:42:00
U242,P041,view,2024-02-11 05:53:00
U253,P068,click,2024-02-11 05:59:00
U274,P173,view,2024-02-11 09:10:00
U345,P113,click,2024-02-11 09:43:00
U220,P038,view,2024-02-11 13:43:00
U258,P188,add_to_cart,2024-02-11 14:37:00
U308,P045,view,2024-02-11 21:12:00
U253,P014,click,2024-02-11 21:34:00
U481,P026,add_to_cart,2024-02-11 22:02:00
U029,P089,view,2024-02-11 23:06:00
U132,P177,view,2024-02-11 23:43:00
U031,P171,add_to_cart,2024-02-11 23:46:00
U386,P020,click,2024-02-12 00:26:00
U058,P114,view,2024-02-12 00:45:00
U075,P078,click,2024-02-12 01:40:00
U029,P058,click,2024-02-12 02:13:00
U340,P113,view,2024-02-12 02:46:00
U075,P175,add_to_cart,2024-02-12 03:55:00
U220,P179,view,2024-02-12 04:00:00
U024,P149,view,2024-02-12 07:32:00
U075,P200,view,2024-02-12 09:46:00
U011,P129,view,2024-02-12 10:10:00
U438,P038,view,2024-02-12 10:25:00
U475,P195,view,2024-02-12 14:02:00
U235,P172,view,2024-02-12 15:14:00
U310,P083,view,2024-02-12 18:22:00
U024,P169,view,2024-02-12 19:50:00
U214,P073,view,2024-02-12 20:19:00
U339,P083,add_to_cart,2024-02-12 21:02:00
U310,P156,view,2024-02-12 21:19:00
U095,P109,view,2024-02-12 21:47:00
U263,P061,view,2024-02-12 22:17:00
U169,P031,click,2024-02-12 22:26:00
U409,P192,view,2024-02-13 00:28:00
U475,P097,view,2024-02-13 02:22:00
U481,P187,view,2024-02-13 07:21:00
U358,P069,add_to_cart,2024-02-13 08:01:00
U135,P111,click,2024-02-13 08:36:00
U372,P196,view,2024-02-13 08:45:00
U200,P142,click,2024-02-13 09:53:00
U258,P055,click,2024-02-13 11:08:00
U438,P036,view,2024-02-13 11:23:00
U481,P193,view,2024-02-13 11:47:00
U494,P141,view,2024-02-13 12:01:00
U136,P033,view,2024-02-13 13:18:00
U370,P126,view,2024-02-13 14:03:00
U263,P194,view,2024-02-13 15:31:00
U464,P121,add_to_cart,2024-02-13 17:43:00
U235,P181,click,2024-02-13 17:55:00
U308,P002,click,2024-02-13 17:56:00
U177,P172,view,2024-02-13 19:31:00
U308,P132,view,2024-02-13 21:52:00
U169,P028,view,2024-02-13 23:04:00
U427,P024,view,2024-02-13 23:28:00
U340,P157,click,2024-02-14 00:20:00
U481,P183,view,2024-02-14 02:27:00
U386,P038,add_to_cart,2024-02-14 02:39:00
U274,P137,view,2024-02-14 03:08:00
U345,P007,view,2024-02-14 04:28:00
U278,P077,click,2024-02-14 04:35:00
U024,P130,view,2024-02-14 04:43:00
U058,P073,click,2024-02-14 05:58:00
U011,P170,add_to_cart,2024-02-14 06:11:00
U031,P005,view,2024-02-14 07:56:00
U011,P007,view,2024-02-14 09:01:00
U235,P020,add_to_cart,2024-02-14 09:49:00
U220,P084,click,2024-02-14 09:52:00
U029,P119,click,2024-02-14 12:08:00
U113,P105,click,2024-02-14 12:19:00
U177,P030,view,2024-02-14 13:04:00
U132,P043,view,2024-02-14 13:53:00
U011,P173,click,2024-02-14 14:31:00
U039,P166,click,2024-02-14 14:55:00
U253,P148,view,2024-02-14 16:42:00
U310,P142,view,2024-02-14 19:17:00
U464,P070,view,2024-02-14 20:23:00
U116,P064,click,2024-02-14 21:49:00
U409,P105,view,2024-02-14 21:52:00
U113,P020,click,2024-02-15 01:07:00
U135,P170,view,2024-02-15 03:23:00
U278,P039,view,2024-02-15 03:23:00
U095,P130,view,2024-02-15 03:42:00
U475,P175,view,2024-02-15 07:48:00
U075,P146,click,2024-02-15 09:12:00
U136,P145,view,2024-02-15 10:33:00
U372,P040,view,2024-02-15 10:38:00
U370,P021,click,2024-02-15 12:49:00
U177,P028,view,2024-02-15 13:15:00
U235,P094,add_to_cart,2024-02-15 14:58:00
U214,P059,view,2024-02-15 15:19:00
U339,P122,add_to_cart,2024-02-15 15:45:00
U409,P129,view,2024-02-15 15:51:00
U024,P160,view,2024-02-15 19:08:00
U220,P068,view,2024-02-15 19:52:00
U024,P155,view,2024-02-15 20:15:00
U263,P172,add_to_cart,2024-02-15 21:21:00
U427,P169,view,2024-02-15 21:56:00
U438,P006,add_to_cart,2024-02-15 23:02:00
U345,P005,view,2024-02-15 23:09:00
U358,P174,view,2024-02-15 23:45:00
U200,P195,view,2024-02-16 00:42:00
U182,P036,view,2024-02-16 00:59:00
U308,P197,view,2024-02-16 01:36:00
U340,P113,click,2024-02-16 03:30:00
U339,P092,add_to_cart,2024-02-16 03:38:00
